pstate,precision_mode,lane_mask_pct,sparsity_mode,sparsity_scale_milli,util_pct,freq_MHz,volt_mV,dyn_mW,leak_mW,power_mW,tops_milli,eff_milli
3,1,50,2,500,60,1000,750,997,190,1187,38,0
3,1,50,2,500,80,1000,750,1372,190,1562,50,0
3,1,50,2,500,100,1000,750,1748,190,1938,64,0
3,2,100,0,1000,40,1000,750,592,190,752,102,0
3,2,100,0,1000,60,1000,750,997,190,1187,152,0
3,2,100,0,1000,80,1000,750,1372,190,1562,204,0
3,2,100,0,1000,100,1000,750,1748,190,1938,256,0
3,2,100,1,750,40,1000,750,592,190,752,76,0
3,2,100,1,750,60,1000,750,997,190,1187,114,0
3,2,100,1,750,80,1000,750,1372,190,1562,152,0
3,2,100,1,750,100,1000,750,1748,190,1938,192,0
3,2,100,2,500,40,1000,750,592,190,752,50,0
3,2,100,2,500,60,1000,750,997,190,1187,76,0
3,2,100,2,500,80,1000,750,1372,190,1562,102,0
3,2,100,2,500,100,1000,750,1748,190,1938,128,0
3,2,75,0,1000,40,1000,750,592,190,752,76,0
3,2,75,0,1000,60,1000,700,997,190,1187,114,0
3,2,75,0,1000,80,1000,750,1372,190,1562,152,0
3,2,75,0,1000,100,1000,750,1748,190,1938,192,0
3,2,75,1,750,40,1000,750,592,190,752,56,0
3,2,75,1,750,60,1000,750,997,190,1187,84,0
3,2,75,1,750,80,1000,750,1372,190,1562,114,0
3,2,75,1,750,100,1000,750,1748,190,1938,144,0
3,2,75,2,500,40,1000,750,592,190,752,38,0
3,2,75,2,500,60,1000,750,997,190,1187,56,0
3,2,75,2,500,80,1000,750,1372,190,1562,76,0
3,2,75,2,500,100,1000,750,1748,190,1938,96,0
3,2,50,0,1000,40,1000,750,592,190,752,50,0
3,2,50,0,1000,60,1000,750,997,190,1187,76,0
3,2,50,0,1000,80,1000,750,1372,190,1562,102,0
3,2,50,0,1000,100,1000,750,1748,190,1938,128,0
3,2,50,1,750,40,1000,750,592,190,752,36,0
3,2,50,1,750,60,1000,750,997,190,1187,56,0
3,2,50,1,750,80,1000,750,1372,190,1562,76,0
3,2,50,1,750,100,1000,750,1748,190,1938,96,0
3,2,50,2,500,40,1000,750,592,190,752,24,0
3,2,50,2,500,60,1000,750,997,190,1187,38,0
3,2,50,2,500,80,1000,750,1372,190,1562,50,0
3,2,50,2,500,100,1000,750,1748,190,1938,64,0
3,3,100,0,1000,40,1000,750,592,190,752,102,0
3,3,100,0,1000,60,1000,750,997,190,1187,152,0
3,3,100,0,1000,80,1000,750,1372,190,1562,204,0
3,3,100,0,1000,100,1000,750,1748,190,1938,256,0
3,3,100,1,750,40,1000,750,592,190,752,76,0
3,3,100,1,750,60,1000,750,997,190,1187,114,0
3,3,100,1,750,80,1000,750,1372,190,1562,152,0
3,3,100,1,750,100,1000,750,1748,190,1938,192,0
3,3,100,2,500,40,1000,750,592,190,752,50,0
3,3,100,2,500,60,1000,750,997,190,1187,76,0
3,3,100,2,500,80,1000,750,1372,190,1562,102,0
3,3,100,2,500,100,1000,750,1748,190,1938,128,0
3,3,75,0,1000,40,1000,750,592,190,752,76,0
3,3,75,0,1000,60,1000,750,997,190,1187,114,0
3,3,75,0,1000,80,1000,750,1372,190,1562,152,0
3,3,75,0,1000,100,1000,750,1748,190,1938,192,0
3,3,75,1,750,40,1000,750,592,190,752,56,0
3,3,75,1,750,60,1000,750,997,190,1187,84,0
3,3,75,1,750,80,1000,750,1372,190,1562,114,0
3,3,75,1,750,100,1000,750,1748,190,1938,144,0
3,3,75,2,500,40,1000,750,592,190,752,38,0
3,3,75,2,500,60,1000,750,997,190,1187,56,0
3,3,75,2,500,80,1000,750,1372,190,1562,76,0
3,3,75,2,500,100,1000,750,1748,190,1938,96,0
3,3,50,0,1000,40,1000,750,592,190,752,50,0
3,3,50,0,1000,60,1000,750,997,190,1187,76,0
3,3,50,0,1000,80,1000,750,1372,190,1562,102,0
3,3,50,0,1000,100,1000,750,1748,190,1938,128,0
3,3,50,1,750,40,1000,750,592,190,752,36,0
3,3,50,1,750,60,1000,750,997,190,1187,56,0
3,3,50,1,750,80,1000,750,1372,190,1562,76,0
3,3,50,1,750,100,1000,750,1748,190,1938,96,0
3,3,50,2,500,40,1000,750,592,190,752,24,0
3,3,50,2,500,60,1000,750,997,190,1187,38,0
3,3,50,2,500,80,1000,750,1372,190,1562,50,0
3,3,50,2,500,100,1000,750,1748,190,1938,64,0
4,0,100,0,1000,40,1200,800,736,215,914,122,0
4,0,100,0,1000,60,1200,800,1239,215,1454,182,0
4,0,100,0,1000,80,1200,800,1706,215,1921,244,0
4,0,100,0,1000,100,1200,800,2173,215,2388,307,0
4,0,100,1,750,40,1200,800,736,215,914,91,0
4,0,100,1,750,60,1200,800,1239,215,1454,136,0
4,0,100,1,750,80,1200,800,1706,215,1921,182,0
4,0,100,1,750,100,1200,800,2173,215,2388,230,0
4,0,100,2,500,40,1200,800,736,215,914,60,0
4,0,100,2,500,60,1200,800,1239,215,1454,91,0
4,0,100,2,500,80,1200,800,1706,215,1921,122,0
4,0,100,2,500,100,1200,800,2173,215,2388,153,0
4,0,75,0,1000,40,1200,800,736,215,914,91,0
4,0,75,0,1000,60,1200,800,1239,215,1454,136,0
4,0,75,0,1000,80,1200,800,1706,215,1921,182,0
4,0,75,0,1000,100,1200,800,2173,215,2388,230,0
4,0,75,1,750,40,1200,800,736,215,914,67,0
4,0,75,1,750,60,1200,800,1239,215,1454,100,0
4,0,75,1,750,80,1200,800,1706,215,1921,136,0
4,0,75,1,750,100,1200,800,2173,215,2388,172,0
4,0,75,2,500,40,1200,800,736,215,914,45,0
4,0,75,2,500,60,1200,800,1239,215,1454,67,0
4,0,75,2,500,80,1200,800,1706,215,1921,91,0
4,0,75,2,500,100,1200,800,2173,215,2388,115,0
4,0,50,0,1000,40,1200,800,736,215,914,60,0
4,0,50,0,1000,60,1200,800,1239,215,1454,91,0
4,0,50,0,1000,80,1200,800,1706,215,1921,122,0
4,0,50,0,1000,100,1200,800,2173,215,2388,153,0
4,0,50,1,750,40,1200,800,736,215,914,43,0
4,0,50,1,750,60,1200,800,1239,215,1454,67,0
4,0,50,1,750,80,1200,800,1706,215,1921,91,0
4,0,50,1,750,100,1200,800,2173,215,2388,115,0
4,0,50,2,500,40,1200,800,736,215,914,28,0
4,0,50,2,500,60,1200,800,1239,215,1454,45,0
4,0,50,2,500,80,1200,800,1706,215,1921,60,0
4,0,50,2,500,100,1200,800,2173,215,2388,76,0
4,1,100,0,1000,40,1200,800,736,215,914,122,0
4,1,100,0,1000,60,1200,800,1239,215,1454,182,0
4,1,100,0,1000,80,1200,800,1706,215,1921,244,0
4,1,100,0,1000,100,1200,800,2173,215,2388,307,0
4,1,100,1,750,40,1200,800,736,215,914,91,0
4,1,100,1,750,60,1200,800,1239,215,1454,136,0
4,1,100,1,750,80,1200,750,1706,215,1921,182,0
4,1,100,1,750,100,1200,800,2173,215,2388,230,0
4,1,100,2,500,40,1200,800,736,215,914,60,0
4,1,100,2,500,60,1200,800,1239,215,1454,91,0
4,1,100,2,500,80,1200,800,1706,215,1921,122,0
4,1,100,2,500,100,1200,800,2173,215,2388,153,0
4,1,75,0,1000,40,1200,800,736,215,914,91,0
4,1,75,0,1000,60,1200,800,1239,215,1454,136,0
4,1,75,0,1000,80,1200,800,1706,215,1921,182,0
4,1,75,0,1000,100,1200,800,2173,215,2388,230,0
4,1,75,1,750,40,1200,800,736,215,914,67,0
4,1,75,1,750,60,1200,800,1239,215,1454,100,0
4,1,75,1,750,80,1200,800,1706,215,1921,136,0
4,1,75,1,750,100,1200,800,2551,240,2388,201,0
4,1,75,2,500,40,1200,800,736,215,914,45,0
4,1,75,2,500,60,1200,800,1239,215,1454,67,0
4,1,75,2,500,80,1200,800,1706,215,1921,91,0
4,1,75,2,500,100,1200,800,2173,215,2388,115,0
4,1,50,0,1000,40,1200,800,736,215,914,60,0
4,1,50,0,1000,60,1200,800,1239,215,1454,91,0
4,1,50,0,1000,80,1200,800,1706,215,1921,122,0
4,1,50,0,1000,100,1200,800,2173,215,2388,153,0
4,1,50,1,750,40,1200,800,736,215,914,43,0
4,1,50,1,750,60,1200,800,1239,215,1454,67,0
4,1,50,1,750,80,1200,800,1706,215,1921,91,0
4,1,50,1,750,100,1200,800,2173,215,2388,115,0
4,1,50,2,500,40,1200,800,736,215,914,28,0
4,1,50,2,500,60,1200,800,1239,215,1454,45,0
4,1,50,2,500,80,1200,800,1706,215,1921,60,0
4,1,50,2,500,100,1200,800,2173,215,2388,76,0
4,2,100,0,1000,40,1200,800,736,215,914,122,0
4,2,100,0,1000,60,1200,800,1239,215,1454,182,0
4,2,100,0,1000,80,1200,800,1706,215,1921,244,0
4,2,100,0,1000,100,1200,800,2173,215,2388,307,0
4,2,100,1,750,40,1200,800,736,215,914,91,0
4,2,100,1,750,60,1200,800,1239,215,1454,136,0
4,2,100,1,750,80,1200,800,1706,215,1921,182,0
4,2,100,1,750,100,1200,800,2173,215,2388,230,0
4,2,100,2,500,40,1200,800,736,215,914,60,0
4,2,100,2,500,60,1200,800,1239,215,1454,91,0
4,2,100,2,500,80,1200,800,1706,215,1921,122,0
4,2,100,2,500,100,1200,800,2173,215,2388,153,0
4,2,75,0,1000,40,1200,800,736,215,914,91,0
4,2,75,0,1000,60,1200,800,1239,215,1454,136,0
4,2,75,0,1000,80,1200,800,1706,215,1921,182,0
4,2,75,0,1000,100,1200,800,2173,215,2388,230,0
4,2,75,1,750,40,1200,800,736,215,914,67,0
4,2,75,1,750,60,1200,800,1239,215,1454,100,0
4,2,75,1,750,80,1200,800,1706,215,1921,136,0
4,2,75,1,750,100,1200,800,2173,215,2388,172,0
4,2,75,2,500,40,1200,800,736,215,914,45,0
4,2,75,2,500,60,1200,800,1239,215,1454,67,0
4,2,75,2,500,80,1200,800,1706,215,1921,91,0
4,2,75,2,500,100,1200,800,2173,215,2388,115,0
4,2,50,0,1000,40,1200,800,736,215,914,60,0
4,2,50,0,1000,60,1200,800,1239,215,1454,91,0
4,2,50,0,1000,80,1200,800,1706,215,1921,122,0
4,2,50,0,1000,100,1200,800,2173,215,2388,153,0
4,2,50,1,750,40,1200,800,736,215,914,43,0
4,2,50,1,750,60,1200,800,1239,215,1454,67,0
4,2,50,1,750,80,1200,800,1706,215,1921,91,0
4,2,50,1,750,100,1200,800,2173,215,2388,115,0
4,2,50,2,500,40,1200,800,736,215,914,28,0
4,2,50,2,500,60,1200,800,1239,215,1454,45,0
4,2,50,2,500,80,1200,800,1706,215,1921,60,0
4,2,50,2,500,100,1200,800,2173,215,2388,76,0
4,3,100,0,1000,40,1200,800,736,215,914,122,0
4,3,100,0,1000,60,1200,800,1239,215,1454,182,0
4,3,100,0,1000,80,1200,800,1706,215,1921,244,0
4,3,100,0,1000,100,1200,800,2173,215,2388,307,0
4,3,100,1,750,40,1200,800,736,215,914,91,0
4,3,100,1,750,60,1200,800,1239,215,1454,136,0
4,3,100,1,750,80,1200,800,1706,215,1921,182,0
4,3,100,1,750,100,1200,800,2173,215,2388,230,0
4,3,100,2,500,40,1200,800,736,215,914,60,0
4,3,100,2,500,60,1200,800,1239,215,1454,91,0
4,3,100,2,500,80,1200,800,1706,215,1921,122,0
4,3,100,2,500,100,1200,800,2173,215,2388,153,0
4,3,75,0,1000,40,1200,800,736,215,914,91,0
4,3,75,0,1000,60,1200,800,1239,215,1454,136,0
4,3,75,0,1000,80,1200,800,1706,215,1921,182,0
4,3,75,0,1000,100,1200,800,2173,215,2388,230,0
4,3,75,1,750,40,1200,800,736,215,914,67,0
4,3,75,1,750,60,1200,800,1239,215,1454,100,0
4,3,75,1,750,80,1200,800,1706,215,1921,136,0
4,3,75,1,750,100,1200,800,2173,215,2388,172,0
4,3,75,2,500,40,1200,800,736,215,914,45,0
4,3,75,2,500,60,1200,800,1239,215,1454,67,0
4,3,75,2,500,80,1200,800,1706,215,1921,91,0
4,3,75,2,500,100,1200,800,2173,215,2388,115,0
4,3,50,0,1000,40,1200,800,736,215,914,60,0
4,3,50,0,1000,60,1200,800,1239,215,1454,91,0
4,3,50,0,1000,80,1200,800,1706,215,1921,122,0
4,3,50,0,1000,100,1200,800,2173,215,2388,153,0
4,3,50,1,750,40,1200,800,736,215,914,43,0
4,3,50,1,750,60,1200,800,1239,215,1454,67,0
4,3,50,1,750,80,1200,800,1706,215,1921,91,0
4,3,50,1,750,100,1200,800,2173,215,2388,115,0
4,3,50,2,500,40,1200,800,736,215,914,28,0
4,3,50,2,500,60,1200,800,1239,215,1454,45,0
4,3,50,2,500,80,1200,800,1706,215,1921,60,0
4,3,50,2,500,100,1400,750,2173,215,2388,76,0
5,0,100,0,1000,40,1400,850,864,240,1060,142,0
5,0,100,0,1000,60,1400,850,1455,240,1695,212,0
5,0,100,0,1000,80,1400,850,2003,240,2243,285,0
5,0,100,0,1000,100,1400,850,2551,240,2791,358,0
5,0,100,1,750,40,1400,850,864,240,1060,106,0
5,0,100,1,750,60,1400,850,1455,240,1695,159,0
5,0,100,1,750,80,1400,850,2003,240,2243,212,0
5,0,100,1,750,100,1400,850,2551,240,2791,268,0
5,0,100,2,500,40,1400,850,864,240,1060,70,0
5,0,100,2,500,60,1400,850,1455,240,1695,106,0
5,0,100,2,500,80,1400,850,2003,240,2243,142,0
5,0,100,2,500,100,1400,850,2551,240,2791,179,0
5,0,75,0,1000,40,1400,850,864,240,1060,106,0
5,0,75,0,1000,60,1400,850,1455,240,1695,159,0
5,0,75,0,1000,80,1400,850,2003,240,2243,212,0
5,0,75,0,1000,100,1400,850,2551,240,2791,268,0
5,0,75,1,750,40,1400,850,864,240,1060,78,0
5,0,75,1,750,60,1400,850,1455,240,1695,117,0
5,0,75,1,750,80,1400,850,2003,240,2243,159,0
5,0,75,1,750,100,1400,850,2551,240,2791,201,0
5,0,75,2,500,40,1400,850,864,240,1060,53,0
5,0,75,2,500,60,1400,850,1455,240,1695,78,0
5,0,75,2,500,80,1400,850,2003,240,2243,106,0
5,0,75,2,500,100,1400,850,2551,240,2791,134,0
5,0,50,0,1000,40,1400,850,864,240,1060,70,0
5,0,50,0,1000,60,1400,850,1455,240,1695,106,0
5,0,50,0,1000,80,1400,850,2003,240,2243,142,0
5,0,50,0,1000,100,1400,850,2551,240,2791,179,0
5,0,50,1,750,40,1400,850,864,240,1060,50,0
5,0,50,1,750,60,1400,850,1455,240,1695,78,0
5,0,50,1,750,80,1400,850,2003,240,2243,106,0
5,0,50,1,750,100,1400,850,2551,240,2791,134,0
5,0,50,2,500,40,1400,850,864,240,1060,33,0
5,0,50,2,500,60,1400,850,1455,240,1695,53,0
5,0,50,2,500,80,1400,850,2003,240,2243,70,0
5,0,50,2,500,100,1400,850,2551,240,2791,89,0
5,1,100,0,1000,40,1400,850,864,240,1060,142,0
5,1,100,0,1000,60,1400,850,1455,240,1695,212,0
5,1,100,0,1000,80,1400,850,2003,240,2243,285,0
5,1,100,0,1000,100,1400,850,2551,240,2791,358,0
5,1,100,1,750,40,1400,850,864,240,1060,106,0
5,1,100,1,750,60,1400,850,1455,240,1695,159,0
5,1,100,1,750,80,1400,850,2003,240,2243,212,0
5,1,100,1,750,100,1400,850,2551,240,2791,268,0
5,1,100,2,500,40,1400,850,864,240,1060,70,0
5,1,100,2,500,60,1400,850,1455,240,1695,106,0
5,1,100,2,500,80,1400,850,2003,240,2243,142,0
5,1,100,2,500,100,1400,850,2551,240,2791,179,0
5,1,75,0,1000,40,1400,850,864,240,1060,106,0
5,1,75,0,1000,60,1400,850,1455,240,1695,159,0
5,1,75,0,1000,80,1400,850,2003,240,2243,212,0
5,1,75,0,1000,100,1400,850,2551,240,2791,268,0
5,1,75,1,750,40,1400,850,864,240,1060,78,0
5,1,75,1,750,60,1400,850,1455,240,1695,117,0
5,1,75,1,750,80,1400,850,2003,240,2243,159,0
5,1,75,1,750,100,1400,850,2551,240,2791,201,0
5,1,75,2,500,40,1400,850,864,240,1060,53,0
5,1,75,2,500,60,1400,850,1455,240,1695,78,0
5,1,75,2,500,80,1400,850,2003,240,2243,106,0
5,1,75,2,500,100,1400,850,2551,240,2791,134,0
5,1,50,0,1000,40,1400,850,864,240,1060,70,0
5,1,50,0,1000,60,1400,850,1455,240,1695,106,0
5,1,50,0,1000,80,1400,850,2003,240,2243,142,0
5,1,50,0,1000,100,1400,850,2551,240,2791,179,0
5,1,50,1,750,40,1400,850,864,240,1060,50,0
5,1,50,1,750,60,1400,850,1455,240,1695,78,0
5,1,50,1,750,80,1400,850,2003,240,2243,106,0
5,1,50,1,750,100,1400,850,2551,240,2791,134,0
5,1,50,2,500,40,1400,850,864,240,1060,33,0
5,1,50,2,500,60,1400,850,1455,240,1695,53,0
5,1,50,2,500,80,1400,850,2003,240,2243,70,0
5,1,50,2,500,100,1400,850,2551,240,2791,89,0
5,2,100,0,1000,40,1400,850,864,240,1060,142,0
5,2,100,0,1000,60,1400,850,1455,240,1695,212,0
5,2,100,0,1000,80,1400,850,2003,240,2243,285,0
5,2,100,0,1000,100,1400,850,2551,240,2791,358,0
5,2,100,1,750,40,1400,850,864,240,1060,106,0
5,2,100,1,750,60,1400,850,1455,240,1695,159,0
5,2,100,1,750,80,1400,850,2003,240,2243,212,0
5,2,100,1,750,100,1400,850,2551,240,2791,268,0
5,2,100,2,500,40,1400,850,864,240,1060,70,0
5,2,100,2,500,60,1400,850,1455,240,1695,106,0
5,2,100,2,500,80,1400,850,2003,240,2243,142,0
5,2,100,2,500,100,1400,850,2551,240,2791,179,0
5,2,75,0,1000,40,1400,850,864,240,1060,106,0
5,2,75,0,1000,60,1400,850,1455,240,1695,159,0
5,2,75,0,1000,80,1400,850,2003,240,2243,212,0
5,2,75,0,1000,100,1400,850,2551,240,2791,268,0
5,2,75,1,750,40,1400,850,864,240,1060,78,0
5,2,75,1,750,60,1400,850,1455,240,1695,117,0
5,2,75,1,750,80,1400,850,2003,240,2243,159,0
5,2,75,1,750,100,1400,850,2551,240,2791,201,0
5,2,75,2,500,40,1400,850,864,240,1060,53,0
5,2,75,2,500,60,1400,850,1455,240,1695,78,0
5,2,75,2,500,80,1400,850,2003,240,2243,106,0
5,2,75,2,500,100,1400,850,2551,240,2791,134,0
5,2,50,0,1000,40,1400,850,864,240,1060,70,0
5,2,50,0,1000,60,1400,850,1455,240,1695,106,0
5,2,50,0,1000,80,1400,850,2003,240,2243,142,0
5,2,50,0,1000,100,1400,850,2551,240,2791,179,0
5,2,50,1,750,40,1400,800,864,240,1060,50,0
5,2,50,1,750,60,1400,850,1455,240,1695,78,0
5,2,50,1,750,80,1400,850,2003,240,2243,106,0
5,2,50,1,750,100,1400,850,2551,240,2791,134,0
5,2,50,2,500,40,1400,850,864,240,1060,33,0
5,2,50,2,500,60,1400,850,1455,240,1695,53,0
5,2,50,2,500,80,1400,850,2003,240,2243,70,0
5,2,50,2,500,100,1400,850,2551,240,2791,89,0
5,3,100,0,1000,40,1400,850,864,240,1060,142,0
5,3,100,0,1000,60,1400,850,1455,240,1695,212,0
5,3,100,0,1000,80,1400,850,2003,240,2243,285,0
5,3,100,0,1000,100,1400,850,2551,240,2791,358,0
5,3,100,1,750,40,1400,850,864,240,1060,106,0
5,3,100,1,750,60,1400,850,1455,240,1695,159,0
5,3,100,1,750,80,1400,850,2003,240,2243,212,0
5,3,100,1,750,100,1400,850,2551,240,2791,268,0
5,3,100,2,500,40,1400,850,864,240,1060,70,0
5,3,100,2,500,60,1400,850,1455,240,1695,106,0
5,3,100,2,500,80,1400,850,2003,240,2243,142,0
5,3,100,2,500,100,1400,850,2551,240,2791,179,0
5,3,75,0,1000,40,1400,850,864,240,1060,106,0
5,3,75,0,1000,60,1400,850,1455,240,1695,159,0
5,3,75,0,1000,80,1400,850,2003,240,2243,212,0
5,3,75,0,1000,100,1400,850,2551,240,2791,268,0
5,3,75,1,750,40,1400,850,864,240,1060,78,0
5,3,75,1,750,60,1400,850,1455,240,1695,117,0
5,3,75,1,750,80,1400,850,2003,240,2243,159,0
5,3,75,1,750,100,1400,850,2551,240,2791,201,0
5,3,75,2,500,40,1400,850,864,240,1060,53,0
5,3,75,2,500,60,1400,850,1455,240,1695,78,0
5,3,75,2,500,80,1400,850,2003,240,2243,106,0
5,3,75,2,500,100,1400,850,2551,240,2791,134,0
5,3,50,0,1000,40,1400,850,864,240,1060,70,0
5,3,50,0,1000,60,1400,850,1455,240,1695,106,0
5,3,50,0,1000,80,1400,850,2003,240,2243,142,0
5,3,50,0,1000,100,1400,850,2551,240,2791,179,0
5,3,50,1,750,40,1400,850,864,240,1060,50,0
5,3,50,1,750,60,1400,850,1455,240,1695,78,0
5,3,50,1,750,80,1400,850,2003,240,2243,106,0
5,3,50,1,750,100,1400,850,2551,240,3236,134,0
5,3,50,2,500,40,1400,850,864,240,1060,33,0
5,3,50,2,500,60,1400,850,1455,240,1695,53,0
5,3,50,2,500,80,1400,850,2003,240,2243,70,0
5,3,50,2,500,100,1400,850,2551,240,2791,89,0
6,0,100,0,1000,40,1600,880,1008,260,1217,163,0
6,0,100,0,1000,60,1600,880,1697,260,1957,243,0
6,0,100,0,1000,80,1600,880,2337,260,2597,326,0
6,0,100,0,1000,100,1600,880,2976,260,3236,409,0
6,0,100,1,750,40,1600,880,1008,260,1217,121,0
6,0,100,1,750,60,1600,880,1697,260,1957,182,0
6,0,100,1,750,80,1600,880,2337,260,2597,243,0
6,0,100,1,750,100,1600,880,2976,260,3236,307,0
6,0,100,2,500,40,1600,880,1008,260,1217,80,0
6,0,100,2,500,60,1600,880,1697,260,1957,121,0
6,0,100,2,500,80,1600,880,2337,260,2597,163,0
6,0,100,2,500,100,1600,880,2976,260,3236,204,0
6,0,75,0,1000,40,1600,880,1008,260,1217,121,0
6,0,75,0,1000,60,1600,880,1697,260,1957,182,0
6,0,75,0,1000,80,1600,880,2337,260,2597,243,0
6,0,75,0,1000,100,1600,880,2976,260,3236,307,0
6,0,75,1,750,40,1600,880,1008,260,1217,89,0
6,0,75,1,750,60,1600,880,1697,260,1957,134,0
6,0,75,1,750,80,1600,880,2337,260,2597,182,0
6,0,75,1,750,100,1600,880,2976,260,3236,230,0
6,0,75,2,500,40,1600,880,1008,260,1217,60,0
6,0,75,2,500,60,1600,880,1697,260,1957,89,0
6,0,75,2,500,80,1600,880,2337,260,2597,121,0
6,0,75,2,500,100,1600,880,2976,260,3236,153,0
6,0,50,0,1000,40,1600,880,1008,260,1217,80,0
6,0,50,0,1000,60,1600,880,1697,260,1957,121,0
6,0,50,0,1000,80,1600,880,2337,260,2597,163,0
6,0,50,0,1000,100,1600,880,2976,260,3236,204,0
6,0,50,1,750,40,1600,880,1008,260,1217,57,0
6,0,50,1,750,60,1600,880,1697,260,1957,89,0
6,0,50,1,750,80,1600,880,2337,260,2597,121,0
6,0,50,1,750,100,1600,880,2976,260,3236,153,0
6,0,50,2,500,40,1600,880,1008,260,1217,38,0
6,0,50,2,500,60,1600,880,1697,260,1957,60,0
6,0,50,2,500,80,1600,880,2337,260,2597,80,0
6,0,50,2,500,100,1600,880,2976,260,3236,102,0
6,1,100,0,1000,40,1600,880,1008,260,1217,163,0
6,1,100,0,1000,60,1600,880,1697,260,1957,243,0
6,1,100,0,1000,80,1600,880,2337,260,2597,326,0
6,1,100,0,1000,100,1600,880,2976,260,3236,409,0
6,1,100,1,750,40,1600,880,1008,260,1217,121,0
6,1,100,1,750,60,1600,880,1697,260,1957,182,0
6,1,100,1,750,80,1600,880,2337,260,2597,243,0
6,1,100,1,750,100,1600,880,2976,260,3236,307,0
6,1,100,2,500,40,1600,880,1008,260,1217,80,0
6,1,100,2,500,60,1600,880,1697,260,1957,121,0
6,1,100,2,500,80,1600,880,2337,260,2597,163,0
6,1,100,2,500,100,1600,880,2976,260,3236,204,0
6,1,75,0,1000,40,1600,880,1008,260,1217,121,0
6,1,75,0,1000,60,1600,880,1697,260,1957,182,0
6,1,75,0,1000,80,1600,880,2337,260,2597,243,0
6,1,75,0,1000,100,1600,880,2976,260,3236,307,0
6,1,75,1,750,40,1600,880,1008,260,1217,89,0
6,1,75,1,750,60,1600,880,1697,260,1957,134,0
6,1,75,1,750,80,1600,880,2337,260,2597,182,0
6,1,75,1,750,100,1600,880,2976,260,3236,230,0
6,1,75,2,500,40,1600,880,1008,260,1217,60,0
6,1,75,2,500,60,1600,850,1697,260,1957,89,0
6,1,75,2,500,80,1600,880,2337,260,2597,121,0
6,1,75,2,500,100,1600,880,2976,260,3236,153,0
6,1,50,0,1000,40,1600,880,1008,260,1217,80,0
6,1,50,0,1000,60,1600,880,1697,260,1957,121,0
6,1,50,0,1000,80,1600,880,2337,260,2597,163,0
6,1,50,0,1000,100,1600,880,2976,260,3236,204,0
6,1,50,1,750,40,1600,880,1008,260,1217,57,0
6,1,50,1,750,60,1600,880,1697,260,1957,89,0
6,1,50,1,750,80,1600,880,2337,260,2597,121,0
6,1,50,1,750,100,1600,880,2976,260,3236,153,0
6,1,50,2,500,40,1600,880,1008,260,1217,38,0
6,1,50,2,500,60,1600,880,1697,260,1957,60,0
6,1,50,2,500,80,1600,880,2337,260,2597,80,0
6,1,50,2,500,100,1600,880,2976,260,3236,102,0
6,2,100,0,1000,40,1600,880,1008,260,1217,163,0
6,2,100,0,1000,60,1600,880,1697,260,1957,243,0
6,2,100,0,1000,80,1600,880,2337,260,2597,326,0
6,2,100,0,1000,100,1600,880,2976,260,3236,409,0
6,2,100,1,750,40,1600,880,1008,260,1217,121,0
6,2,100,1,750,60,1600,880,1697,260,1957,182,0
6,2,100,1,750,80,1600,880,2337,260,2597,243,0
6,2,100,1,750,100,1600,880,2976,260,3236,307,0
6,2,100,2,500,40,1600,880,1008,260,1217,80,0
6,2,100,2,500,60,1600,880,1697,260,1957,121,0
6,2,100,2,500,80,1600,880,2337,260,2597,163,0
6,2,100,2,500,100,1600,880,2976,260,3236,204,0
6,2,75,0,1000,40,1600,880,1008,260,1217,121,0
6,2,75,0,1000,60,1600,880,1697,260,1957,182,0
6,2,75,0,1000,80,1600,880,2337,260,2597,243,0
6,2,75,0,1000,100,1600,880,2976,260,3236,307,0
6,2,75,1,750,40,1600,880,1008,260,1217,89,0
6,2,75,1,750,60,1600,880,1697,260,1957,134,0
6,2,75,1,750,80,1600,880,2337,260,2597,182,0
6,2,75,1,750,100,1600,880,2976,260,3236,230,0
6,2,75,2,500,40,1600,880,1008,260,1217,60,0
6,2,75,2,500,60,1600,880,1697,260,1957,89,0
6,2,75,2,500,80,1600,880,2337,260,2597,121,0
6,2,75,2,500,100,1600,880,2976,260,3236,153,0
6,2,50,0,1000,40,1600,880,1008,260,1217,80,0
6,2,50,0,1000,60,1600,880,1697,260,1957,121,0
6,2,50,0,1000,80,1600,880,2337,260,2597,163,0
6,2,50,0,1000,100,1600,880,2976,260,3236,204,0
6,2,50,1,750,40,1600,880,1008,260,1217,57,0
6,2,50,1,750,60,1600,880,1697,260,1957,89,0
6,2,50,1,750,80,1600,880,2337,260,2597,121,0
6,2,50,1,750,100,1600,880,2976,260,3236,153,0
6,2,50,2,500,40,1600,880,1008,260,1217,38,0
6,2,50,2,500,60,1600,880,1697,260,1957,60,0
6,2,50,2,500,80,1600,880,2337,260,2597,80,0
6,2,50,2,500,100,1600,880,2976,260,3236,102,0
6,3,100,0,1000,40,1600,880,1008,260,1217,163,0
6,3,100,0,1000,60,1600,880,1697,260,1957,243,0
6,3,100,0,1000,80,1600,880,2337,260,2597,326,0
6,3,100,0,1000,100,1600,880,2976,260,3236,409,0
6,3,100,1,750,40,1600,880,1008,260,1217,121,0
6,3,100,1,750,60,1600,880,1697,260,1957,182,0
6,3,100,1,750,80,1600,880,2337,260,2597,243,0
6,3,100,1,750,100,1600,880,2976,260,3236,307,0
